,0,1,2,3,4,5,6,7,8,9
0,1.128546836344795,15.754168028601091,26.365636279416943,2.664525887708839,-4.289325851489506,23.358671929626034,2.6150079077052744,-0.23601653004478682,-0.15458644696617466,2.431544902600594
1,13.045365633859461,24.844761984464284,23.19379129450711,12.875408383229031,0.18711824184350173,3.086272271414881,1.8700205446386666,0.9137731898969944,0.23864294750855378,2.3388878840160263
2,5.8483372134786125,8.096472202184591,7.547511375576824,5.76322272073421,0.18711824184350173,1.3428204489572988,2.1017310820360566,1.104083212508048,-0.15458644696617466,1.3158787604598796
3,8.299499066796727,6.777546732547104,7.509970918659211,9.714436977675776,-1.305029789267501,-0.2988239678093296,1.7669853261648276,-0.23601653004478682,-0.06789020251505341,0.15010218990098104
4,5.639727694047283,7.760047477311391,7.233271861206103,5.557072411676388,0.18711824184350173,1.3110056346788759,2.0357315642118,1.5137784000735102,0.18600594194894446,1.5002473178475402
5,7.465060989071412,6.675451379882583,6.220003149059108,7.360887615932321,0.18711824184350173,-0.06339434214899915,2.2351545677095537,0.00715738773600373,-0.15458644696617466,1.2752231298564467
6,6.708851481132844,6.611957275438289,6.160779842025286,6.613592745597721,0.18711824184350173,0.20385009778975427,2.4084626540826015,-0.23601653004478682,-0.15458644696617466,2.14979192772099
7,6.839232430777425,6.5498983456073105,6.102851033505863,6.742436688758858,0.18711824184350173,0.12113158066585446,2.4393257379572533,-0.23601653004478682,-0.15458644696617466,-0.08248583634191371
8,6.213403872483438,5.930447289232224,5.523886572940238,6.123985761585396,0.18711824184350173,0.11476861781016998,2.4393257379572533,-0.14086151873926006,-0.04311984695759021,2.3379424042345507
9,6.5523943415593475,5.846217386064501,5.445245788190408,6.4589800138043545,0.18711824184350173,-0.06975730500468362,2.045227897711693,-0.23601653004478682,-0.15458644696617466,-0.3349289379957872
10,5.457194364544871,5.676421382675276,5.286669720176346,5.376690891250795,0.18711824184350173,0.35656120632618493,2.1833995501351366,-0.23601653004478682,-0.15458644696617466,1.6212687298763633
11,6.239480062412354,5.609661018766193,5.224210166856521,6.149754550217623,0.18711824184350173,-0.05066841643762964,1.7669853261648276,-0.23601653004478682,-0.15458644696617466,2.490164649052055
